-1.516983798917235005e+00 0.000000000000000000e+00
-1.352564241556086788e+00 0.000000000000000000e+00
-1.166942821849583867e+00 0.000000000000000000e+00
-9.603811619241456876e-01 0.000000000000000000e+00
-8.810760814960564291e-01 0.000000000000000000e+00
-6.200570402574151485e-01 0.000000000000000000e+00
-5.989898288635271406e-01 0.000000000000000000e+00
-5.892810970945741023e-01 0.000000000000000000e+00
-5.348829174079531290e-01 0.000000000000000000e+00
-4.396556946844601410e-01 0.000000000000000000e+00
-4.038246789456681474e-01 1.000000000000000000e+00
-3.771141205681090014e-01 0.000000000000000000e+00
-3.314482753015983163e-01 0.000000000000000000e+00
-2.774831784258040557e-01 0.000000000000000000e+00
-4.713042764465646267e-02 1.000000000000000000e+00
-3.485510378752260802e-02 1.000000000000000000e+00
-2.873546166200501364e-02 1.000000000000000000e+00
3.990482646971606207e-02 0.000000000000000000e+00
2.367831198676219329e-01 1.000000000000000000e+00
2.940849141302361858e-01 1.000000000000000000e+00
4.238086559886178328e-01 1.000000000000000000e+00
4.328371941702443548e-01 1.000000000000000000e+00
5.421018317083110549e-01 1.000000000000000000e+00
5.716437522460231513e-01 1.000000000000000000e+00
7.745794559109122623e-01 1.000000000000000000e+00
8.008968331401337126e-01 1.000000000000000000e+00
1.003106714523569032e+00 1.000000000000000000e+00
1.247056385280258084e+00 1.000000000000000000e+00
1.500281706238083101e+00 1.000000000000000000e+00
1.724400185694938248e+00 1.000000000000000000e+00
